category,brand,price,description,title
wireless earbuds,JBL,$47.99,"About this itemJBL Deep Bass Sound: Get the most from your mixes with high-quality audio from secure, reliable earbuds with 8mm drivers featuring JBL Deep Bass SoundComfortable fit: The ergonomic, stick-closed design of the JBL Vibe Beam fits so comfortably you may forget you're wearing them. The closed design excludes external sounds, enhancing the bass performanceUp to 32 (8h + 24h) hours of battery life and speed charging: With 8 hours of battery life in the earbuds and 24 in the case, the JBL Vibe Beam provide all-day audio. When you need more power, you can speed charge an extra two hours in just 10 minutes.Hands-free calls with VoiceAware: When you're making hands-free stereo calls on the go, VoiceAware lets you balance how much of your own voice you hear while talking with othersWater and dust resistant: From the beach to the bike trail, the IP54-certified earbuds and IPX2 charging case are water and dust resistant for all-day experiences›See more product details",JBL Vibe Beam - True Wireless Earbuds - Black
wireless earbuds,AOSRAU,$9.99 with 73 percent savings,"About this itemHifi Stereo, Crystal Calls: Equipped with a 14.2mm dynamic driver, bluetooth earbuds offers rich bass and clear sound and pure treble to significantly enhance your listening experience. The advanced ENC noise reduction function of earphone can actively filter out 90% of background noise, so that you can enjoy excellent crystal-clear calls even in noisy environments like subways and airports, and significantly improve communication efficiency.Bluetooth 5.4 & One-Tap Pairing: Compared with previous, new H69 wireless earbuds features 5.4 Bluetooth technology, which provides a faster and more stable connection with a range of up to 15 meters, up to 90% improved transmission efficiency, and latency under 100 milliseconds. Ensure uninterrupted calls and enjoy an immersive audio experience whether you're at the gym, in a meeting or on the go. Instant Pairing after the first setup, simply open the charging case each time to automatically reconnect, so there's no need to worry about your ear buds disconnecting even if in crowded environment.45Hrs Play Time: The earbuds wireless bluetooth can play music continuously for up to 9 hours on a single charge. When used with the charging case, you can enjoy up to 36 hours of total usage with just 1.5 hours of charging. The built-in smart LED display shows real-time battery status, helping you avoid unexpected power loss at critical moments. Whether you're in long journey, working, relaxing or cross-country flights, this bluetooth headphones can help you focus on listening or calling without worries.Smarter Touch Controls & Wide Compatibility: Ear buds wireless bluetooth earbuds adopts a high-sensitivity intelligent touch sensor to effectively minimize accidental taps, allowing you to effortlessly play/pause music, adjust volume, switch tracks, answer/hang up calls, and activate your voice assistant. Noise cancelling earbuds has excellent compatibility and can be seamlessly connected to various Bluetooth-enabled devices, including Android and iOS phones and tablets.Ergonomic Design & Waterproof: The wireless headphone are ergonomically designed to fit the shape of the human ear. Each earbud weighs only 3.1 grams, making it featherlight, effectively reducing ear canal pressure. Wireless earphone uses IP7 waterproof nano-coating technology to resistant sweat and rain, rest assuring when cycling, hiking and traveling.›See more product details","Wireless Earbuds Bluetooth 5.4 in Ear Earbuds HiFi Stereo Headphones, Black"
wireless earbuds,TOZO,$26.55 with 34 percent savings,"About this item[Hybrid Active Noise Cancelling] With a maximum noise reduction depth of 45dB, Immerse yourself in your music without any distractions from the outside world and focus on what matters most -- your music.[6 Microphone Call & ENC Ambient Noise Reduction] Enjoy crystal clear call quality even in noisy environments, as the earphones actively filter out background sounds. Stay connected and enjoy seamless communication wherever you go.[Transparent Mode] Stay aware of your surrounding when needed, allowing you to hear important sounds without taking off your ear buds, making it safer for outdoor activities.[Stereo Bass Sound] These Earbuds features built in 10mm drivers and an exclusive OrigX Acoustic 2.0 sound technology, delivering deep, rich bass and precise audio clarity, allowing you to enjoy music, movies, and calls with enhanced overall experience.[32EQs Options & Exclusively Sharing Zone] Tailor the sound with the TOZO app further, which allows you to adjust bass levels, music style, and noise cancellation modes to your liking, and experience the joy of sharing your customized EQ with global audiophiles in EQ zone.[Upgrade your Playtime with the NC9] The charging case not only serves up to 60H(ANC off) and 40H(ANC on) totally playtime after 2 hrs fully charge, and 14hrs(ANC off) and 10hrs(ANC on) playback for single use. It also displays the remain battery, ensuring it's still there when you need it most.[IPX8 Water Resistance] Keep the headsets with an active lifestyle, they can withstand sweat, rain, and even accidental splashes, making them perfect for outdoor activities.[Bluetooth 5.3 Technology] Simply activate the Bluetooth function with the strong signal, so there is no disconnection in listening music within 15 meters. Enjoy low latency that keeps movies and games in sync.[Designed for Daily Use, Travel, and Remote Work] Combining long battery life, effective noise cancellation, clear calls, and comfortable fit. TOZO NC9 earbuds are designed for everyday listening, commuting, travel, workouts, and remote work scenarios.[Comfort for All Day Wear] The NC9 headsets are ergonomically designed to fit snugly in your ears, while the choice of six sizes replacable earcaps ensures maximum comfort. Whether you’re wearing them all day at work or all night for a restful sleep, you’ll feel comfortable the entire time.Show more›See more product details","TOZO NC9 Hybrid Active Noise Cancelling Wireless Earbuds, 60H, LED Display"
wireless earbuds,Sony,null,"About this itemALL DAY COMFORT: Light and compact to give you all-day comfort and designed for the ideal fit, for an exceptional all-round listening experience.LONG BATTERY LIFE & QUICK CHARGING: Up to 11 hours of battery life (up to 22hrs with case) with quick charging (5 min charge for up to 1 hour of playback).MULTIPOINT CONNECTION: Quickly switch between two devices at once.STAY CONNECTED: Ambient Sound Mode keeps you aware of your surroundings.EASY HANDS- FREE CALLING: A built-in microphone provides you with hands-free calling. No need to even take your phone from your pocket.WATER RESISTANT: With an IPX4 resistance rating, splashes and sweat won’t stop these headphones – so you can keep moving to the music.GIVE YOUR MUSIC A BOOST: Boost the quality of compressed music files and enjoy streaming music with high quality sound through DSEE.POCKED SIZED CASE: Small and cylindrical, the charging case is made to fit your pocket or your bag.EASY BUTTON OPERATION: Play, stop, skip tracks, adjust the volume, access your smartphone’s voice assistant and receive calls hands-free with the touch of a button.IN THE BOX: Wireless Earbuds, Hybrid Silicone Earbud Tips, Charging Case (Charging cable sold separately)Show more›See more product details","Sony WF-C510 Truly Wireless Bluetooth Earbud Headphones, Black"
wireless earbuds,Samsung,$249.99,"About this itemEXCEPTIONAL AUDIO: Catch details like never before. Designed with a High-Res Audio¹ 24-bit hi-fi codec, the latest Galaxy earbuds maintain the integrity of your favorite audio over Bluetooth.TWO-WAY SPEAKER: Enjoy every audio experience to the fullest with two speakers in both Buds, including a tweeter for rich highs and a woofer for deep, full lows.HD VOICE: Enjoy clear phone calls with Galaxy Buds4 Pro and Galaxy S26 Series² —they work together to deliver crisp and clear conversations.ANC 2.0: Wherever you go, Adaptive Active Noise Cancellation 2.0³ intelligently adapts in real time to provide stronger, smoother noise cancellation wherever you go.OPTIMIZED COMFORT: Enjoy that just-right fit, with an improved, ear-hugging design and changeable ear tips.AI ASSISTANT IN YOUR EAR: Galaxy Buds4 Pro work seamlessly with Galaxy S26 Series to give you AI⁴ help, completely hands-free. Get quick answers and real-time translations delivered straight to your ears —all you have to do is ask.MADE FOR EVERY MOMENT, RAIN OR SHINE: Peace of mind comes standard with Samsung wireless Galaxy Buds4 Pro, thanks to a water-and dust-resistant design⁵ and an IP57 rating that’s built for life on the go.LIVE TRANSLATION: Break language barriers wherever you happen to roam with Live Translate¹ on Galaxy Buds4 Pro.⁴INTUITIVE TOUCH CONTROL: Effortlessly control your Galaxy Buds4 Pro with Intuitive Touch Control. Answer calls, adjust volume, access other features and more on your Buds with simple gestures like a pinch or swipe.Show more›See more product details","Samsung Galaxy Buds 4 Pro (2026) AI True Wireless Bluetooth Earbuds, Black"
wireless earbuds,KTGEE,$16.99 with 90 percent savings,"About this itemSecure & Comfortable Earhook Fit – Flexible, ergonomic earhooks keep the T07 sports earbuds firmly in place during running, jogging, cycling, gym workouts, and outdoor activities. The ultra-lightweight 7.8g design reduces ear pressure for comfortable all-day wear without fatigue.Bluetooth 5.4 with Stable Connection – Equipped with the latest Bluetooth 5.4 chip, these wireless earbuds deliver faster pairing, stronger signal stability, and seamless connectivity for smooth music streaming, video playback, and hands-free calls – compatible with iOS, Android, and most Bluetooth-enabled devices.80-Hour Total Playtime with Charging Case – Enjoy up to 80 hours of combined battery life with the portable charging case, making these earphones ideal for long trips, daily commuting, and extended workout sessions. The compact case ensures you stay powered throughout the week.IPX7 Sweatproof & Weather-Resistant – Rated IPX7, the waterproof nano-coating protects the earbuds against sweat, rain, and splashes, so you can train hard in any weather. Perfect for intense gym sessions, outdoor runs, and unpredictable conditions.Immersive Stereo Sound with Deep Bass – Custom-tuned 13mm drivers deliver crisp highs, clear mids, and punchy bass for an immersive listening experience. Whether you're listening to music, podcasts, or taking calls, the T07 provides rich, balanced audio. The built-in noise-isolating microphone ensures clear hands-free calls on the go.›See more product details","Wireless Earbuds,Bluetooth 5.4 Ear buds,Sport Headphones with Earhooks"
gaming mouse,Razer,$34.98 with 50 percent savings,"About this itemICONIC ERGONOMIC DESIGN WITH THUMB REST — PC gaming mouse favored by millions worldwide with a form factor that perfectly supports the hand while its buttons are optimally positioned for quick and easy access11 PROGRAMMABLE BUTTONS — Assign macros and secondary functions across 11 programmable buttons to execute essential actions like push-to-talk, ping, and moreHYPERSCROLL TILT WHEEL — Speed through content with a scroll wheel that free-spins until its stopped or switch to tactile mode for more precision and satisfying feedback that’s ideal for cycling through weapons or skills11 RAZER CHROMA RGB LIGHTING ZONES — Customize each zone from over 16.8 million colors and countless lighting effects, all while it reacts dynamically with over 150 Chroma integrated gamesOPTICAL MOUSE SWITCHES GEN 2 — With zero unintended misclicks these switches provide crisp, responsive execution at a blistering 0.2ms actuation speed for up to 70 million clicksFOCUS plus 26K DPI OPTICAL SENSOR — Best-in-class mouse sensor with intelligent functions flawlessly tracks movement with zero smoothing, allowing for crisp response and pixel-precise accuracyPC GAMING PERIPHERALS BRAND IN THE U.S. — Source — Circana, Retail Tracking Service, U.S., Dollar Sales, Gaming Designed Mice, Keyboards, and PC Headsets, Jan. 2019- Dec. 2023 combinedOPTIMIZE MOUSE ACCURACY — Improve accuracy by disabling the ""Enhance pointer precision"" option in the Windows mouse settings, and further optimize performance using the Razer Synapse App›See more product details","Razer Basilisk V3 Customizable RGB Wired Ergonomic Gaming Mouse, Black"
gaming mouse,Logitech G,$179.95,"About this itemDesigned With Pros, Engineered to Win: Designed alongside the world’s best esports athletes, the Logitech G PRO X2 SUPERSTRIKE wireless gaming mouse delivers the fastest, fully customizable clickDominate with industry-leading speed: 30 ms faster clicks for peak performance in every esports match and deep customization with 10-level actuation points and 5-level rapid trigger resetHaptic Feedback: This breakthrough haptic gaming mouse with Haptic Inductive Trigger System (HITS) gives real-time feedback for an unmatched immersive experience for any game scenario or play stylePrecision from Within: The HERO 2 sensor in this PC gaming mouse delivers tracking at over 888 IPS, 88 g-force, and up to 44,000 DPI — ensuring the pinpoint accuracy that champions rely on for every playPlay Longer : With 60-90 hours battery life and LIGHTSPEED Wireless, this rechargeable gaming mouse(with included USB-A to USB-C cable) delivers lag-free 8 kHz polling for uninterrupted focusUltra-durable, this lightweight mouse is built with 0.7 mm thin-wall case and extra-large gliding UHMWPE feet for effortless movementPRO X2 SUPERSTRIKE is compatible with PC and Mac; POWERPLAY 2 enabled for endless wireless play—no interruptions or charging worries(1) Advanced features require Logitech G HUB Software; polling performance tested on G640 mousepad; (2) POWERPLAY sold separately›See more product details",Logitech G PRO X2 SUPERSTRIKE Wireless Gaming Mouse - Black/White
gaming mouse,Razer,$14.97 with 50 percent savings,"About this itemHIGH-PRECISION 6,400 DPI OPTICAL SENSOR — Offers on-the-fly sensitivity adjustment through dedicated DPI buttons (reprogrammable) for gaming and creative workDURABLE MECHANICAL SWITCHES — Supports up to 10 million clicksRIDGED, RUBBERIZED SCROLL WHEEL FOR MAXIMUM ACCURACY — Small, tactile bumps increases grip and allows for more controlled scrolling in high-stakes gaming situations5 PROGRAMMABLE BUTTONS — Allows for button remapping and assignment of complex macro functions through Razer SynapsePC GAMING PERIPHERALS BRAND IN THE U.S. — Source — Circana, Retail Tracking Service, U.S., Dollar Sales, Gaming Designed Mice, Keyboards, and PC Headsets, Jan. 2019- Dec. 2023 combined›See more product details","Razer DeathAdder Essential Ergonomic Wired Gaming Mouse, Black"
gaming mouse,Razer,$48.99 with 30 percent savings,"About this itemICONIC ERGONOMIC FORM WITH 9 CUSTOMIZABLE CONTROLS — Favored by millions worldwide, the mouse’s signature shape perfectly supports different grips, while its numerous easy-access buttons allow for an endless combination of commands and macrosRAZER HYPERSPEED WIRELESS AND BLUETOOTH — Unleash seamless, low-latency performance that's faster than other wireless tech or switch to Bluetooth for longer hours of gaming. Outfitted with multi-device support for a streamlined setupUP TO 285 HOURS OF BATTERY LIFE — With up to 535 hours on Bluetooth and 285 hours on Razer HyperSpeed Wireless, last longer in the heat of battle with a mouse designed to play the long game. May vary depending on usage conditionsRAZER 5G ADVANCED 18K OPTICAL SENSOR — Tailor the mouse to the playstyle with a new, robust set of sensitivity settings. Enjoy responsive, pixel-precise aim with an ultra-reliable sensor that tracks movement with zero spinoutsRAZER MECHANICAL MOUSE SWITCHES GEN-2 — With new gold-plated contact points, the switches are less prone to degrading and have a longer lifespan of up to 60-million clicks, so gamers can enjoy crisp execution that’s just as consistentPOWERED BY RAZER CHROMA RGBL: Customize from 16.8 million colors and countless lighting effects, and experience greater immersion as the mouse reacts dynamically with hundreds of Chroma-integrated gamesPC GAMING PERIPHERALS BRAND IN THE U.S. — Source — Circana, Retail Tracking Service, U.S., Dollar Sales, Gaming Designed Mice, Keyboards, and PC Headsets, Jan. 2019- Dec. 2023 combinedOPTIMIZE MOUSE ACCURACY — Improve accuracy by disabling the ""Enhance pointer precision"" option in the Windows mouse settings, and further optimize performance using the Razer Synapse App›See more product details","Razer Basilisk V3 X HyperSpeed Customizable Wireless Gaming Mouse, Black"
gaming mouse,Redragon,$16.99 with 15 percent savings,"About this item【Classics Last Longer】Redragon Gaming Mouse - M602 was launched in 2015, It is Professional and Durable with a positive sharing of 96.8%, a quality product with historical verification.【Fast & Sensitive】UP 7200 Adjustable DPI can be fit for different uses, and the high-precision sensor ensures the wired mouse movement and tracking are consistent. Responsive, and Stable for your gaming or working.【Real Comfort Ergonomic】This mouse is designed with an ergonomic shape that can fit for hand size and is designed with dedicated positions for fingers, allowing you to get a comfortable experience in any grip.【Programmable and Macro Edit】You can edit the light, remap the button function, adjust the speed, or input the macro edit to the pc gaming mouse by the software. DIY your mouse for different uses. (TIPS: software download on redragon.com)【RGB Gaming Mouse】Truly RGB backlit 7 RGB Modes and Effects, can be a single color, RGB, or off. You can switch the light mode by clicking the button or editing the software. (TIPS: software download on redragon.com) Redragon Mouse Gaming supports PC, Windows, Laptop, Mac, etc.›See more product details","Redragon M602 Gaming Mouse, Ergonomic RGB Gaming Mouse Wired with 7200 Adjustable DPI, 9 Programmable Buttons, Professional Software for Gamer Office [Black]"
gaming mouse,INPHIC,$19.99,"About this item【12800 DPI OPTICAL SENSOR】Six adjustable DPI levels（800/1600/2400/3200/4800/12800）let you dial in the perfect speed for any task. Need fine control for photo retouching or spreadsheet work? Crank it down. Need to dash across dual monitors or snap onto targets in an FPS? Dial it up. It is responsive, accurate, and stays smooth across different surfaces【THREE WAYS TO CONNECT】Supports dual Bluetooth pairing, 2.4G wireless, and USB-C wired connection. Switch among laptop, tablet, and desktop with one button — no re-pairing. Use it as a wired mouse while charging, and enjoy the low-latency response expected from top PC gaming mice in 2.4G mode【SILENT CLICK TECHNOLOGY】No loud clicking to annoy coworkers or family. The silent buttons make this mouse at home in open offices, libraries, and late-night gaming sessions. At 102g, it is light enough to carry anywhere, yet shaped to fit your hand comfortably for hours of use【RECHARGEABLE WIRED MOUSE】High-capacity battery powers through long work sessions without dying midday. White flashing light alerts you when power runs low. USB-C fast charging gets you back up quickly, and you can keep using the gaming wireless mouse as a wired mouse while it charges — zero downtime【POWER SAVING & WIDE COMPATIBILITY】Auto sleep after idle, wake instantly on click or movement. This ergonomic mouse works with Windows, macOS, Android, and iOS — a true Bluetooth mouse for all your devices. Optional driver download (Windows only) for DPI, polling rate, button mapping, and more›See more product details","INPHIC A9 V2 Explorer Wireless Gaming Mouse, 12800 DPI Silent Mouse"
gaming mouse,Razer,$57.00 with 19 percent savings,"About this item82G LIGHTWEIGHT DESIGN — Featuring a mass centralized design, the Razer Viper V3 HyperSpeed ensures seamless, consistent swipes crucial to competitive play so never have to settle for unbalanced battery-powered miceFOCUS PRO 30K OPTICAL SENSOR — With a forward sensor placement and intelligent functions, our flagship sensor ensures a finer degree of accuracy, while maintaining flawless tracking on a wider variety of surfaces including glassUP TO 280 HOURS OF BATTERY LIFE — Power through most intense scrimming and tournament schedule with up to 280 hours of high-performance gaming on just a single AA batteryHYPERSPEED WIRELESS — Experience a flawless, low-latency connection that remains smooth and stable even in noisy wireless environments for outfitted with multi-device support for a streamlined esports setupMECHANICAL MOUSE SWITCHES GEN-2 — Rated with a 60-million click lifespan, the switches feature gold-plated contact points for greater resistance against wear and tear to enjoy crisp execution that always comes in clutchON-MOUSE DPI CONTROL — Conveniently located on the top of the mouse, press the button to quickly toggle between 5 DPI stages, or customize its function and map it to an essential commandPC GAMING PERIPHERALS BRAND IN THE U.S. — Source — Circana, Retail Tracking Service, U.S., Dollar Sales, Gaming Designed Mice, Keyboards, and PC Headsets, Jan. 2019- Dec. 2023 combinedOPTIMIZE MOUSE ACCURACY — Improve accuracy by disabling the ""Enhance pointer precision"" option in the Windows mouse settings, and further optimize performance using the Razer Synapse App›See more product details","Razer Viper V3 HyperSpeed Wireless PC Gaming Mouse, 82g, Black"
